FULL_ADDRE,zon_new,full_zonin,PIN,MAPBLOCKLO,hood,ZIP_CODE,POINT_X,POINT_Y
185 39TH ST APT 111,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 112,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 201,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 202,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 203,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 204,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 205,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 206,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 207,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 208,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 209,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 210,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 211,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 212,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 301,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 302,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 303,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 304,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 305,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 306,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 307,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 39TH ST APT 308,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00128000000,49-E-128,Lower Lawrenceville,15201,-79.964196,40.468195
185 41ST ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00145000000,49-B-145,Central Lawrenceville,15201,-79.961839,40.47006
185 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00098000000,49-B-98,Central Lawrenceville,15201,-79.96106,40.470639
185 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00002000000,49-B-2,Central Lawrenceville,15201,-79.96017,40.471953
185 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00094000000,80-P-94,Central Lawrenceville,15201,-79.959734,40.472638
185 47TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00298000000,80-P-298,Central Lawrenceville,15201,-79.958609,40.474228
185 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.957065,40.478762
185 ALMOND WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00216000000,49-E-216,Central Lawrenceville,15201,-79.962333,40.46965
185 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00130000B00,49-B-130-B,Central Lawrenceville,15201,-79.961548,40.470374
185 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00310000000,80-P-310,Central Lawrenceville,15201,-79.958743,40.473941
185 LODI WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00068000A00,49-E-68-A,Lower Lawrenceville,15201,-79.964804,40.467695
186 34TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0048S00118000000,48-S-118,Lower Lawrenceville,15201,-79.967946,40.462849
186 36TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00040000000,49-J-40,Lower Lawrenceville,15201,-79.966038,40.465529
186 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00078000000,49-J-78,Lower Lawrenceville,15201,-79.964886,40.46713
186 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00092000000,49-E-92,Lower Lawrenceville,15201,-79.964411,40.467858
186 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00209000000,49-A-209,Central Lawrenceville,15201,-79.961977,40.469843
186 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00124000000,49-B-124,Central Lawrenceville,15201,-79.961179,40.470443
186 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00123000000,49-B-123,Central Lawrenceville,15201,-79.961261,40.470494
186 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00018000000,49-B-18,Central Lawrenceville,15201,-79.960409,40.471741
186 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00087000000,80-P-87,Central Lawrenceville,15201,-79.959859,40.472372
186 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00168000000,80-P-168,Central Lawrenceville,15201,-79.959457,40.473087
186 47TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00299000000,80-P-299,Central Lawrenceville,15201,-79.958577,40.474206
186 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.956822,40.478962
186 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00323000000,80-P-323,Central Lawrenceville,15201,-79.958956,40.473745
187 1/2 34TH ST,UI,URBAN INDUSTRIAL,0048S00196000000,48-S-196,Lower Lawrenceville,15201,-79.967741,40.46299
187 34TH ST,UI,URBAN INDUSTRIAL,0048S00197000000,48-S-197,Lower Lawrenceville,15201,-79.967803,40.463012
187 36TH ST,UI,URBAN INDUSTRIAL,0049J00045000000,49-J-45,Lower Lawrenceville,15201,-79.965578,40.466154
187 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00071000000,49-E-71,Lower Lawrenceville,15201,-79.964916,40.467531
187 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00096000000,49-B-96,Central Lawrenceville,15201,-79.961,40.470589
187 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00056000000,49-B-56,Central Lawrenceville,15201,-79.960733,40.471108
187 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00001000000,49-B-1,Central Lawrenceville,15201,-79.960125,40.471917
187 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00093000000,80-P-93,Central Lawrenceville,15201,-79.959682,40.472605
187 47TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00309000000,80-P-309,Central Lawrenceville,15201,-79.958535,40.474181
187 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.957017,40.478723
187 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00130000000,49-B-130,Central Lawrenceville,15201,-79.961515,40.470353
187 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00312000000,80-P-312,Central Lawrenceville,15201,-79.958675,40.473891
187 LOCARNA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00088000000,80-P-88,Central Lawrenceville,15201,-79.959949,40.472197
188 1/2 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00091000000,49-E-91,Lower Lawrenceville,15201,-79.964287,40.467802
188 34TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0048S00120000000,48-S-120,Lower Lawrenceville,15201,-79.967883,40.462827
188 36TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00041000000,49-J-41,Lower Lawrenceville,15201,-79.96598,40.465497
188 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964814,40.467079
188 38TH ST UNIT 1,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964814,40.467079
188 38TH ST UNIT 2,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964814,40.467079
188 38TH ST UNIT 3,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964814,40.467079
188 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00091000100,49-E-91-1,Lower Lawrenceville,15201,-79.964356,40.467827
188 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00208000000,49-A-208,Central Lawrenceville,15201,-79.961939,40.469817
188 43RD HALF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00022000000,49-B-22,Central Lawrenceville,15201,-79.960561,40.471519
188 43RD ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00092000000,49-B-92,Central Lawrenceville,15201,-79.960921,40.470859
188 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00019000000,49-B-19,Central Lawrenceville,15201,-79.960366,40.471707
188 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00089000000,80-P-89,Central Lawrenceville,15201,-79.959825,40.47233
188 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00170000000,80-P-170,Central Lawrenceville,15201,-79.959399,40.473071
188 47TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00301000000,80-P-301,Central Lawrenceville,15201,-79.958492,40.474136
188 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.956768,40.478925
188 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00321000000,80-P-321,Central Lawrenceville,15201,-79.958904,40.473713
189 34TH ST,UI,URBAN INDUSTRIAL,0048S00195000000,48-S-195,Lower Lawrenceville,15201,-79.967688,40.462974
189 37TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00062000000,49-J-62,Lower Lawrenceville,15201,-79.965127,40.466592
189 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00072000000,49-E-72,Lower Lawrenceville,15201,-79.964877,40.467507
189 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00092000000,80-P-92,Central Lawrenceville,15201,-79.959639,40.472564
189 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00130000D00,49-B-130-D,Central Lawrenceville,15201,-79.961479,40.470327
189 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00170000B00,80-P-170-B,Central Lawrenceville,15201,-79.95955,40.472944
189 LOCARNA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00088000A00,80-P-88-A,Central Lawrenceville,15201,-79.959918,40.472173
19 35TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0048L00122000000,48-L-122,Lower Lawrenceville,15201,-79.970588,40.466161
19 48TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080K00268000000,80-K-268,Central Lawrenceville,15201,-79.958089,40.476309
190 1/2 36TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00043000000,49-J-43,Lower Lawrenceville,15201,-79.965965,40.465381
190 1/2 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00020000000,49-B-20,Central Lawrenceville,15201,-79.960261,40.471655
190 36TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00043000000,49-J-43,Lower Lawrenceville,15201,-79.965937,40.465444
190 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964773,40.467048
190 38TH ST UNIT 1,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964773,40.467048
190 38TH ST UNIT 2,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049J00079000000,49-J-79,Lower Lawrenceville,15201,-79.964773,40.467048
190 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00091000000,49-E-91,Lower Lawrenceville,15201,-79.964278,40.467785
190 40TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00120000000,49-E-120,Lower Lawrenceville,15201,-79.963888,40.469412
190 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00146000000,49-B-146,Central Lawrenceville,15201,-79.961072,40.470369
190 43RD HALF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00020000C00,49-B-20-C,Central Lawrenceville,15201,-79.960515,40.471486
190 43RD ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00095000000,49-B-95,Central Lawrenceville,15201,-79.960844,40.470804
190 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00020000D00,49-B-20-D,Central Lawrenceville,15201,-79.960293,40.471673
190 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00170000A00,80-P-170-A,Central Lawrenceville,15201,-79.959356,40.47304
190 47TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00316000000,80-P-316,Central Lawrenceville,15201,-79.95838,40.474065
190 49TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080G00061000000,80-G-61,Central Lawrenceville,15201,-79.957516,40.477285
190 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00319000000,80-P-319,Central Lawrenceville,15201,-79.958841,40.473671
191 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00073000000,49-E-73,Lower Lawrenceville,15201,-79.96484,40.467465
191 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00172000000,49-B-172,Central Lawrenceville,15201,-79.960792,40.470421
191 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.956966,40.478686
191 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00170000B00,80-P-170-B,Central Lawrenceville,15201,-79.959522,40.47293
192 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00171000E00,49-B-171-E,Central Lawrenceville,15201,-79.961041,40.470335
192 43RD HALF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00020000A00,49-B-20-A,Central Lawrenceville,15201,-79.960471,40.471456
192 43RD ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00094000000,49-B-94,Central Lawrenceville,15201,-79.960787,40.470774
192 45TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00090000000,80-P-90,Central Lawrenceville,15201,-79.959695,40.472257
192 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00171000000,80-P-171,Central Lawrenceville,15201,-79.959314,40.473003
192 47TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00316000000,80-P-316,Central Lawrenceville,15201,-79.958317,40.47402
192 47TH ST APT 1,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00316000000,80-P-316,Central Lawrenceville,15201,-79.958319,40.474041
192 47TH ST APT 2,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00316000000,80-P-316,Central Lawrenceville,15201,-79.958317,40.47402
192 47TH ST APT 3,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00316000000,80-P-316,Central Lawrenceville,15201,-79.958317,40.47402
192 49TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080G00061000000,80-G-61,Central Lawrenceville,15201,-79.957478,40.477267
192 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.956716,40.478889
193 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00074000000,49-E-74,Lower Lawrenceville,15201,-79.964794,40.467441
193 43RD ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00178000000,49-B-178,Central Lawrenceville,15201,-79.960488,40.47086
193 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00169000B00,80-P-169-B,Central Lawrenceville,15201,-79.959498,40.472891
194 37TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00102000000,49-J-102,Lower Lawrenceville,15201,-79.965143,40.466322
194 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00171000D00,49-B-171-D,Central Lawrenceville,15201,-79.961009,40.470301
194 43RD HALF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00020000B00,49-B-20-B,Central Lawrenceville,15201,-79.960432,40.471422
194 45TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080P00091000000,80-P-91,Central Lawrenceville,15201,-79.959638,40.472226
195 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00075000000,49-E-75,Lower Lawrenceville,15201,-79.964756,40.467401
195 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00169000000,80-P-169,Central Lawrenceville,15201,-79.959464,40.472868
196 36TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 1A,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 1B,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2A,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2B,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2C,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2D,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2E,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2F,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 2G,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3A,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3B,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3C,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3D,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3E,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3F,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3G,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 36TH ST UNIT 3H,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00123001A00,49-J-123-1A,Lower Lawrenceville,15201,-79.965632,40.465392
196 37TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00102000A00,49-J-102-A,Lower Lawrenceville,15201,-79.965093,40.466301
196 42ND ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00171000C00,49-B-171-C,Central Lawrenceville,15201,-79.960953,40.470284
197 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00076000000,49-E-76,Lower Lawrenceville,15201,-79.964711,40.467376
197 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00169000A00,80-P-169-A,Central Lawrenceville,15201,-79.959428,40.472839
198 37TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00103000000,49-J-103,Lower Lawrenceville,15201,-79.96504,40.466284
199 38TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00087000000,49-J-87,Lower Lawrenceville,15201,-79.964627,40.467291
2 OHARA PL,UI,URBAN INDUSTRIAL,0026A00076000000,26-A-76,Lower Lawrenceville,15201,-79.962528,40.462348
2 OHARA PL APT 1,UI,URBAN INDUSTRIAL,0026A00076000000,26-A-76,Lower Lawrenceville,15201,-79.962528,40.462348
2 OHARA PL APT 2,UI,URBAN INDUSTRIAL,0026A00076000000,26-A-76,Lower Lawrenceville,15201,-79.962528,40.462348
2 OHARA PL APT 3,UI,URBAN INDUSTRIAL,0026A00076000000,26-A-76,Lower Lawrenceville,15201,-79.962528,40.462348
2 SAINT JOHN PL,UI,URBAN INDUSTRIAL,0026A00047000000,26-A-47,Lower Lawrenceville,15201,-79.964858,40.46218
2 SAINT JOHN PL APT 1,UI,URBAN INDUSTRIAL,0026A00047000000,26-A-47,Lower Lawrenceville,15201,-79.964858,40.46218
2 SAINT JOHN PL APT 2,UI,URBAN INDUSTRIAL,0026A00047000000,26-A-47,Lower Lawrenceville,15201,-79.964858,40.46218
2 SAINT JOHN PL APT 3,UI,URBAN INDUSTRIAL,0026A00047000000,26-A-47,Lower Lawrenceville,15201,-79.964858,40.46218
20 36TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0048M00160000000,48-M-160,Lower Lawrenceville,15201,-79.969856,40.467
20 39TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0048D00080000000,48-D-80,Lower Lawrenceville,15201,-79.967222,40.469726
20 48TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00220000000,80-K-220,Central Lawrenceville,15201,-79.958322,40.476101
200 57TH ST,R1D-H,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,0120N00308000000,120-N-308,Upper Lawrenceville,15201,-79.945773,40.484429
202 38TH ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049J00219000000,49-J-219,Lower Lawrenceville,15201,-79.96419,40.466641
202 57TH ST,R1D-H,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,0120N00343000000,120-N-343,Upper Lawrenceville,15201,-79.945681,40.484414
203 54TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0119S00060000000,119-S-60,Upper Lawrenceville,15201,-79.950648,40.482628
